Time (s),Channel 1 (V),Channel 2 (V)
-0.0002000000000000057,2.222784192197051,0.6502691142207059
-0.0001875000000000002,2.223118832698106,0.6502691142207059
-0.0001750000000000015,2.223788113700215,0.6502691142207059
-0.0001625000000000029,2.223788113700215,0.6502691142207059
-0.0001500000000000043,2.224457394702325,0.6502691142207059
-0.0001375000000000057,2.224457394702325,0.6502691142207059
-0.0001250000000000001,2.225126675704435,0.6506070202567128
-0.0001125000000000015,2.225461316205489,0.6502691142207059
-0.0001000000000000029,2.225461316205489,0.6506070202567129
-8.750000000000424e-05,2.226130597207599,0.6502691142207059
-7.500000000000562e-05,2.226799878209708,0.6506070202567129
-6.250000000000006e-05,2.226799878209709,0.6502691142207059
-5.000000000000143e-05,2.227469159211818,0.6502691142207059
-3.750000000000281e-05,2.227803799712873,0.6506070202567129
-2.500000000000419e-05,2.228138440213927,0.6502691142207059
-1.250000000000556e-05,1.57190841764553,0.3248656015459103
0,-0.002575139817146756,-0.5084106832474903
1.249999999999862e-05,-0.000901937311873683,-0.5060453409954421
2.499999999999725e-05,-0.00123657781292845,-0.5046937168514138
3.749999999999587e-05,-0.000901937311873683,-0.5040179047793997
4.999999999999449e-05,-0.00123657781292845,-0.5036799987433926
6.250000000000006e-05,-0.001236577812928602,-0.5026662806353711
7.499999999999868e-05,-0.001571218313983216,-0.5019904685633574
8.74999999999973e-05,-0.001571218313983216,-0.5016525625273504
9.999999999999593e-05,-0.001571218313983216,-0.5013146564913432
0.0001124999999999945,-0.001571218313983216,-0.499963032347315
0.0001250000000000001,-0.001571218313983216,-0.4999630323473149
0.0001374999999999987,-0.001571218313983216,-0.499625126311308
0.0001499999999999974,-0.001571218313983216,-0.4989493142392938
0.000162499999999996,-0.001571218313983216,-0.4989493142392938
0.0001749999999999946,-0.001571218313983216,-0.4972597840592586
0.0001875000000000002,-0.001571218313983216,-0.4975976900952653
0.0001999999999999988,-0.001571218313983216,-0.4969218780232515
0.0002124999999999974,-0.001571218313983216,-0.4969218780232515
0.000224999999999996,-0.001571218313983216,-0.4969218780232515
0.0002374999999999947,-0.001571218313983216,-0.4962460659512374
0.0002499999999999933,-0.001571218313983216,-0.4962460659512374
0.0002624999999999988,-0.001571218313983216,-0.4952323478432162
0.0002749999999999975,-0.001905858815037983,-0.4948944418072092
0.0002874999999999961,-0.001905858815037983,-0.494218629735195
0.0002999999999999947,-0.001905858815037983,-0.494218629735195
0.0003124999999999933,-0.001571218313983369,-0.4932049116271743
0.0003249999999999989,-0.001571218313983216,-0.4925290995551598
0.0003374999999999975,-0.001571218313983216,-0.4918532874831457
0.0003499999999999961,-0.001905858815037983,-0.4925290995551598
0.0003624999999999948,-0.001571218313983216,-0.4918532874831457
0.0003749999999999934,-0.001571218313983216,-0.4915153814471388
0.000387499999999999,-0.001905858815037983,-0.4911774754111315
0.0003999999999999976,-0.001571218313983216,-0.4901637573031104
0.0004124999999999962,-0.001571218313983216,-0.4901637573031104
0.0004249999999999948,-0.001905858815037983,-0.4894879452310963
