Frequency (Hz),Channel 1 (V),Phase (deg)
39.27680798004987,7.368999795087273e-06,-63.35535103913856
39.36587103669397,9.498123700897449e-06,107.2943082126901
39.45493409333808,9.88184363967948e-06,-63.59518919807309
39.54399714998218,1.013934939001315e-05,133.9268786098786
39.63306020662629,1.084507032084352e-05,-27.00804444430011
39.7221232632704,9.651124582083895e-06,171.2692856794426
39.8111863199145,6.359215713702819e-06,-3.990258711745555
39.90024937655861,2.342461573121447e-06,158.4458502831181
39.98931243320271,2.42955973041363e-06,140.0147015877218
40.07837548984681,5.455883829061353e-06,-53.0947693838318
40.16743854649091,5.23941493473988e-06,105.4973339147488
40.25650160313501,6.255829788447899e-06,-99.27033677635855
40.34556465977912,7.827617800752982e-06,67.1824146348446
40.43462771642322,7.579268084676364e-06,-129.3388128009883
40.52369077306734,4.344259742760314e-06,43.39418258540238
40.61275382971144,2.306261936699527e-06,-65.21262851089952
40.70181688635554,3.589772887623568e-06,118.724980771878
40.79087994299964,2.912095557501891e-06,-52.87137318920553
40.87994299964375,3.491590977731493e-06,142.3985283135832
40.96900605628785,4.473964649778889e-06,-74.38172859414261
41.05806911293195,5.670705854217697e-06,88.61156518086781
41.14713216957605,5.842902114714795e-06,-77.30354246625355
41.23619522622016,6.736279779070935e-06,121.8268658669864
41.32525828286427,8.353567028204929e-06,-55.72703952067801
41.41432133950838,8.717744406029738e-06,128.2647756505922
41.50338439615248,8.587896092192245e-06,-43.63988410748359
41.59244745279658,8.795103574482854e-06,126.9546759146801
41.68151050944068,6.694515798263097e-06,-74.66691659060275
41.77057356608478,4.740771455120031e-06,50.48477198064011
41.85963662272889,6.383066493929915e-06,-177.2001386191582
41.94869967937299,8.145163190157213e-06,-31.75780589957907
42.03776273601709,1.029266803366862e-05,121.0184509247508
42.12682579266121,1.23305313274089e-05,-81.01512822236113
42.21588884930531,1.313768442252115e-05,82.31060560833288
42.30495190594941,1.310570395474699e-05,-105.1017525432553
42.39401496259352,1.170575522350627e-05,80.15245650135643
42.48307801923762,8.181892678818098e-06,-84.39707402312992
42.57214107588172,7.094005148297936e-06,102.4975425681359
42.66120413252582,7.931541345951921e-06,-91.22817403792183
42.75026718916993,6.842916524712314e-06,83.16544601421599
42.83933024581403,5.826261787717338e-06,-100.546448409259
42.92839330245814,5.792311358447447e-06,64.94189742262934
43.01745635910225,3.231986579659965e-06,-100.5359794112244
43.10651941574635,2.702981590153677e-06,156.1861153212659
43.19558247239045,1.949581213741493e-06,-18.43273203761976
43.28464552903456,1.860129326912834e-06,110.2831503823044
43.37370858567866,4.102491315002957e-06,-85.38994037606248
43.46277164232276,5.312937976170067e-06,82.1100694204334
43.55183469896686,4.336063081623946e-06,-107.2100746594863
43.64089775561097,3.057981347638682e-06,69.71136072825146
43.72996081225508,2.332215367643658e-06,-167.5834789905492
43.81902386889918,4.532353803711156e-06,-41.5675035967646
43.90808692554329,5.294821286525354e-06,131.6698740568157
43.99714998218739,5.574946726356938e-06,-39.04550759799972
44.08621303883149,5.715993055712201e-06,141.4506847569936
44.1752760954756,4.644932721820572e-06,-38.84736981514711
44.2643391521197,3.809975868724101e-06,163.4358240683185
44.3534022087638,5.819072069951219e-06,16.59189592056103
44.44246526540791,7.271499048609652e-06,-154.99851047152
44.53152832205201,6.491943904437017e-06,26.83434167623144
44.62059137869612,6.424508572701219e-06,-153.7570161341979
44.70965443534022,5.430341755253073e-06,17.4860285541531
44.79871749198433,1.284884138363824e-06,179.209238420541
44.88778054862843,3.632799325343486e-06,-165.5684023899818
44.97684360527253,5.090327594339274e-06,30.36269373033472
