Frequency (Hz),Channel 1 Magnitude (X),Channel 2 Magnitude (X),Channel 2 Phase (deg)
1000.000000000001,1.001573908778543,0.07362745661608146,85.02902364028739
1047.128548050901,1.001606355333385,0.07710414221382653,84.80781331110762
1096.478196143186,1.00154747952435,0.08062438393504454,84.5969736883323
1148.153621496884,1.001628278262632,0.08434601216341688,84.37056901571918
1202.264434617413,1.001495481821418,0.08829266086884067,84.16726733945211
1258.925411794169,1.001580966393908,0.09238908711341054,83.92016668655003
1318.256738556409,1.001545134174236,0.09669540409018158,83.67388776427306
1380.384264602885,1.001558678434266,0.1011266715759828,83.39808734007927
1445.43977074593,1.001472268734852,0.1058547072799189,83.12406610583034
1513.56124843621,1.001550619054305,0.1107797888014011,82.85509273720675
1584.893192461114,1.001563489980089,0.1158781910027831,82.55879406152326
1659.586907437563,1.001519915546879,0.1212299294241639,82.22532930742723
1737.800828749376,1.001454133506932,0.1267568146505619,81.90661873085264
1819.700858609984,1.001544134848262,0.1326277269955403,81.56053767196677
1905.46071796325,1.001574823217808,0.138680233410737,81.2079659752027
1995.262314968881,1.001502575246486,0.1450084790178582,80.84187595544184
2089.296130854041,1.001439980504735,0.151612405351718,80.44149387333223
2187.761623949554,1.001540023354861,0.1586290334253644,80.03064770409952
2290.867652767774,1.001513024933202,0.1657284200517446,79.6006835239702
2398.832919019493,1.001445408394823,0.1733084868338338,79.17160835405969
2511.886431509582,1.001557831751189,0.1811178217608567,78.70189242349842
2630.267991895385,1.001552125033211,0.1893028234771053,78.23026124838155
2754.228703338169,1.001478446461148,0.1977592498446098,77.71740428469646
2884.031503126609,1.001465307790259,0.2066235403296972,77.20166169427876
3019.951720402019,1.00151606022912,0.2158401891714886,76.64437841793813
3162.277660168382,1.001453400754989,0.2253668189686689,76.0909163760612
3311.311214825914,1.0014244265579,0.2353110642287765,75.49618328304956
3467.368504525317,1.001554647448257,0.2456897884157697,74.87951336926233
3630.780547701017,1.001398781907629,0.2563712360687755,74.23826747715148
3801.893963205617,1.001475260556354,0.2674532935233762,73.5728581657085
3981.071705534973,1.001437431422879,0.2789311961197256,72.87021620846663
4168.693834703359,1.001314455050742,0.2908240267120847,72.15008519450214
4365.158322401665,1.001335109414275,0.3030736169736985,71.39998847888054
4570.881896148752,1.001284283607249,0.3158202573867909,70.63415758089249
4786.300923226389,1.001334589627805,0.3288835716185413,69.82607722941958
5011.87233627273,1.001149337591713,0.3423500087379741,68.99022287168972
5248.074602497728,1.000908647844739,0.356293711013766,68.12797261989505
5495.408738576254,1.001055005057014,0.3705821399839508,67.24280445723588
5754.399373371578,1.000928649663517,0.3851605877308151,66.31837345750847
6025.59586074358,1.000845870545396,0.4001977689244054,65.37025858618196
6309.573444801937,1.000778172470816,0.4155280819882207,64.39064569861532
6606.934480075965,1.000796745664485,0.4311622985829101,63.3890201364822
6918.30970918937,0.9997062396279438,0.4470727052881236,62.34906402690896
7244.359600749906,1.000497706421059,0.4632979506079882,61.2921551889894
7585.775750291844,1.000341136500046,0.4798144221270703,60.20451145328133
7943.282347242821,1.000183676842397,0.4964348313484514,59.09339035636066
8317.637711026719,0.9998710626720703,0.5132115409332918,57.95585629944285
8709.635899560815,0.9993662184918978,0.5301808974338225,56.78842373246604
9120.108393559105,0.998748201436206,0.5472774498218664,55.61584851410082
9549.925860214369,0.9986251419339188,0.5643584045425767,54.4141150770014
10000,0.9988907147070971,0.5814734498656819,53.19170030238612
10471.28548050901,0.9991503961552217,0.5984550617223107,51.9618384460405
10964.78196143186,0.9990823940241996,0.615372267967159,50.71316979314803
11481.53621496883,0.9986997999658946,0.6322575984152673,49.45247402077671
12022.64434617414,0.998555346794939,0.6487778407115892,48.18589811183593
12589.25411794168,0.9963154202874346,0.6653405707287751,46.90852113626947
13182.56738556407,0.9980003046261849,0.6813775351513234,45.63709770298397
13803.84264602886,0.9976672481563058,0.6971545317838675,44.35183484878776
14454.39770745929,0.9966399106593181,0.7126630416468913,43.07730957372954
15135.61248436209,0.9970889789081406,0.7275589164184254,41.80142943146663
15848.93192461115,0.9970259079845402,0.742179715209759,40.53115451247688
16595.86907437562,0.9967676658456821,0.7563238233134292,39.26886064580185
17378.00828749376,0.9966929662730262,0.7699766753925579,38.0178342928332
18197.00858609984,0.9958671753157275,0.7831003080699062,36.78492735861865
19054.60717963249,0.996116785701349,0.7956887962667539,35.56298621826637
19952.62314968881,0.9956317414649064,0.8078442073663503,34.35665229866619
20892.96130854039,0.995663278620268,0.8194257199761926,33.17028390979133
21877.61623949554,0.9955321625050181,0.830376521062387,32.00552369606341
22908.67652767775,0.995462558796498,0.8407441657471009,30.8673138744291
23988.32919019491,0.9952878788965784,0.8506884677537948,29.74465362460282
25118.86431509582,0.9938480798493498,0.8601805371272687,28.65416967729683
26302.67991895384,0.9950888447054466,0.8690097230110106,27.58717286579439
27542.28703338168,0.9949776094181267,0.8773326343113277,26.54605307309238
28840.31503126608,0.9935705424871849,0.8850999869649582,25.52851093070643
30199.51720402019,0.9946716542204221,0.8925825914683999,24.54704730305063
31622.77660168381,0.994699747903307,0.899397213723256,23.59298887277461
33113.11214825913,0.9947046916764708,0.9059692230032155,22.65937724732903
34673.68504525317,0.9946781854106589,0.9118760205488081,21.7566788469817
36307.80547701016,0.994752193148322,0.9175412349394084,20.88638548346511
38018.93963205612,0.9947383096065802,0.9225243660757256,20.04784243546652
39810.71705534973,0.9946691111697071,0.9275896080039367,19.22736005947687
41686.93834703357,0.9946302634032455,0.9323605902310551,18.44716525599217
