Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
165958.6907437561,0.08983921932654176,-6.7182097772395,-57.29029724462304
173780.0828749376,0.07475898823216146,-7.027631006361887,-58.18035746799015
181970.0858609984,0.0848831684333347,-7.341337476706203,-59.01946819548346
190546.0717963248,0.08265255843631045,-7.660674632405263,-59.83214701293622
199526.2314968881,0.07603341850123127,-7.987721149263828,-60.60419580024008
208929.613085404,0.07432517385011898,-8.31749877974362,-61.33679826048094
218776.1623949553,0.0700253962266147,-8.652170515527086,-62.01461718360085
229086.7652767773,0.06694649129447257,-8.989419060924385,-62.68249495484994
239883.2919019491,0.06096907552370686,-9.331961068477188,-63.27225024940233
251188.6431509582,0.05279744964727345,-9.682357392799958,-63.85050463481235
263026.7991895382,0.04435770859415328,-10.02926132614417,-64.40409401184131
275422.8703338167,0.04137865203048694,-10.38317715351358,-64.86466312937166
288403.1503126606,0.04195504248157864,-10.73703540118645,-65.30559841375219
301995.1720402017,0.04252945734873978,-11.09337045034865,-65.69230744483879
316227.766016838,0.03647772936456521,-11.45352182122771,-66.04679409148135
331131.121482591,0.0311910530774232,-11.81373236426611,-66.35944750088065
346736.8504525317,0.02222198225543836,-12.1773976612449,-66.63115155230844
363078.0547701015,0.02222196141157769,-12.54268035779771,-66.85312628710874
380189.3963205612,0.01721258569775925,-12.90742594148252,-67.02321759044152
398107.1705534974,0.008044541041749268,-13.27372224856944,-67.17837643548089
416869.3834703353,0.00795437989990227,-13.64277131147377,-67.28055885243245
436515.832240166,0.002357965936996006,-14.01044277788503,-67.35601492446887
457088.1896148752,-0.01263929922939646,-14.37242533712828,-67.3691508749633
478630.0923226383,-0.008172528165101146,-14.73996948642805,-67.32654151873865
501187.2336272725,-0.01352516871069651,-15.108392937919,-67.28569787139281
524807.4602497725,-0.0192474315764887,-15.47707752976396,-67.15230269962551
549540.8738576246,-0.02296569998423571,-15.84344723050142,-67.01667365986948
575439.9373371572,-0.02798148450945478,-16.20886901367918,-66.83591070579111
602559.5860743576,-0.03566924796125692,-16.56410841039845,-66.57581007495612
630957.3444801933,-0.03931984495980673,-16.93282653048076,-66.31951457585484
660693.4480075957,-0.04210320051915156,-17.28398701846845,-65.96754607375776
691830.9709189365,-0.04989908669584157,-17.65727308102901,-65.66706984190687
724435.9600749902,-0.05534693712412275,-18.01474898455361,-65.24931871610812
758577.5750291836,-0.05708821397932716,-18.36880750614269,-64.8191502605416
794328.2347242816,-0.06206262291389212,-18.7225913873822,-64.3492811770073
831763.7711026713,-0.06531921308212635,-19.07387493528199,-63.77839842960047
870963.5899560805,-0.07275454334558432,-19.41788469446827,-63.22096878347934
912010.8393559098,-0.07610377104691848,-19.75567931812207,-62.5996455156873
954992.5860214357,-0.08048003344232729,-20.09337776719999,-61.9463768338732
1000000,-0.08569259000397518,-20.42544729639932,-61.23606900057264
