Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
3630.780547701017,0.007897027330497471,-0.06952890462148964,-0.6138358782761107
3801.893963205617,0.008886849764762736,-0.06913031978371256,-0.6440450630921148
3981.071705534973,0.008613129519012223,-0.06872515044007077,-0.6764183828226606
4168.693834703359,0.009808611853349735,-0.06840508378107936,-0.7119807033293964
4365.158322401665,0.01029639857299778,-0.06794738572739391,-0.7475546570274899
4570.881896148752,0.01099041973445642,-0.06759435388400449,-0.7856560464215813
4786.300923226389,0.01087756402601029,-0.06679605116910381,-0.8270512327651195
5011.87233627273,0.01183001279260846,-0.06636695832896333,-0.8717158537361662
5248.074602497728,0.01115606651509848,-0.06573680995222844,-0.9144089311940947
5495.408738576254,0.01370978201826144,-0.06519699158080686,-0.9611422776819628
5754.399373371578,0.01331225845230285,-0.06438901950477149,-1.013629153529858
6025.59586074358,0.01415031760548979,-0.06389114376597728,-1.06436075733757
6309.573444801937,0.0151380450211428,-0.06346961228770287,-1.119676873700563
6606.934480075965,0.01653767743636672,-0.06315856249919269,-1.179187800135608
6918.30970918937,0.008712177875155677,-0.06236854344702887,-1.238631821020493
7244.359600749906,0.01723759765173066,-0.06221863294861052,-1.302993263630597
7585.775750291844,0.01862251587150256,-0.06190535237288987,-1.369457509414265
7943.282347242821,0.01950055345520175,-0.0615129038930581,-1.438578950765101
8317.637711026719,0.01731609165423122,-0.06112863364901912,-1.514316089703631
8709.635899560815,0.0152008772342808,-0.06128706914402329,-1.58877078030467
9120.108393559105,0.01337345754242057,-0.06116459980400209,-1.67227806191473
9549.925860214369,0.01489483379553255,-0.06068958398612119,-1.754756362462822
10000,0.0196445047973131,-0.0606358958022599,-1.845071200251259
10471.28548050901,0.02376517348355631,-0.06074650228063162,-1.935645163256709
10964.78196143186,0.02480685489683623,-0.06058176186534248,-2.034769080774642
11481.53621496883,0.02592856255109646,-0.06164263706246443,-2.136191980956828
12022.64434617414,0.02653684730436798,-0.06091488725206905,-2.238585386244722
12589.25411794168,0.01161233739294111,-0.06189744471263393,-2.354578973947243
13182.56738556407,0.02828090469018976,-0.06241174659638107,-2.469789579850499
13803.84264602886,0.02817274822511115,-0.06274659553505679,-2.591205377054252
14454.39770745929,0.0226313908142663,-0.06357676413287493,-2.717516068234237
15135.61248436209,0.03094253902648711,-0.06499073782412641,-2.850268649819294
15848.93192461115,0.03181392182220977,-0.06632500415651574,-2.991573809216682
16595.86907437562,0.03113062440339183,-0.06668590122073341,-3.135342542274984
17378.00828749376,0.0336306910526317,-0.06865985849881047,-3.288586734188802
18197.00858609984,0.02959087839155534,-0.06959951776404674,-3.447235060762369
19054.60717963249,0.03510154233279569,-0.07114886424367488,-3.614390377656041
19952.62314968881,0.03377400726710904,-0.07305494074575848,-3.787155905973992
20892.96130854039,0.0375412058931844,-0.07582204033343728,-3.969978525213792
21877.61623949554,0.03779711491172629,-0.07799048349693917,-4.158413711694095
22908.67652767775,0.03940973415703485,-0.08050960349815814,-4.361142549510184
23988.32919019491,0.03949408731835624,-0.08321908935993891,-4.567634978986466
25118.86431509582,0.03058455775468037,-0.08594911816851802,-4.783752714998085
26302.67991895384,0.04252896339733946,-0.0899318264252537,-5.009591395323277
27542.28703338168,0.04326393956266884,-0.09286392146280804,-5.245983215314021
28840.31503126608,0.03348211794172437,-0.09734227330149905,-5.494179557987048
30199.51720402019,0.04510567647001663,-0.1018208992321999,-5.752293239735817
31622.77660168381,0.04615236256216481,-0.105908245083085,-6.021480770340781
33113.11214825913,0.04754768878034797,-0.1115181894310417,-6.308957551407748
34673.68504525317,0.04830639291549272,-0.1168272395833013,-6.602845178817993
36307.80547701016,0.05067788863273676,-0.1234651931101472,-6.909735434874515
38018.93963205612,0.05076218117980992,-0.1303944965151257,-7.236616008126106
39810.71705534973,0.05261564516343398,-0.1386893016025207,-7.57572766445729
41686.93834703357,0.05455806025942897,-0.1463579889266788,-7.930450241434234
43651.58322401661,0.05740170260698954,-0.1557529998454313,-8.294457867762119
45708.81896148752,0.05886321726456752,-0.166393126912368,-8.679504444611647
47863.00923226388,0.05698488979534577,-0.1761877782286489,-9.08164303560609
50118.72336272725,0.05617671551122898,-0.1874716714772761,-9.496762082310676
52480.74602497728,0.06522061749250997,-0.2011749174361833,-9.930645355946123
54954.08738576245,0.06659255824567664,-0.2145969092467689,-10.38518280831946
57543.99373371572,0.0699273958253285,-0.2309941493561022,-10.85991600349425
60255.95860743581,0.07148662430379867,-0.2476922527642436,-11.35413962944945
63095.73444801933,0.07188779551693947,-0.2653623561475764,-11.86966626998075
66069.34480075965,0.07497468884268259,-0.2843475739153434,-12.40882044587699
69183.09709189367,0.07687915436961582,-0.3056941937473279,-12.96592940900478
72443.59600749903,0.07969297756303226,-0.3296936166475367,-13.54913738949499
75857.75750291844,0.0798423199025807,-0.3552617998881827,-14.1567209314388
79432.82347242818,0.07051870461905736,-0.3820386518259228,-14.78875283255784
83176.37711026713,0.07684970118252074,-0.4130389046103153,-15.44711633477885
87096.35899560805,0.08057163236745626,-0.4447094578600422,-16.12713720168981
91201.08393559101,0.08194063420900166,-0.4796791989283639,-16.83545507173782
95499.25860214364,0.07820031806513515,-0.5196565325938065,-17.5721272852582
100000,0.08895373724143991,-0.5617630828043638,-18.33476122659755
104712.85480509,0.0935173752530445,-0.60674551517098,-19.12197924664758
109647.8196143186,0.09382867433400877,-0.6554898117435931,-19.9339686048184
114815.3621496883,0.09528743270586351,-0.7085967643261672,-20.7796870085578
120226.4434617413,0.09439179127898942,-0.7660583891792926,-21.65408783568634
125892.5411794167,0.09168811723081245,-0.8277141713973146,-22.54966514045504
131825.6738556407,0.09104878354638134,-0.8954807161044543,-23.47773395079782
138038.4264602886,0.09055899139940654,-0.9670562535554096,-24.42885162558675
144543.9770745928,0.09275731771316285,-1.04508287897487,-25.4133385701484
151356.1248436209,0.09319380974375957,-1.128941145204412,-26.42063630280272
158489.3192461114,0.09063154462015241,-1.21745131633733,-27.44778973270675
165958.6907437561,0.08869460010172907,-1.312489196817579,-28.50397570467274
173780.0828749376,0.07441891591993695,-1.417538110237195,-29.58497160068605
181970.0858609984,0.08432362831220507,-1.525829211511335,-30.6967058143757
190546.0717963248,0.0801564104918036,-1.642091062810134,-31.81116291604776
199526.2314968881,0.07257251126836504,-1.767021301347666,-32.95052825183561
208929.613085404,0.07252693559395815,-1.901884180118482,-34.10175851279615
218776.1623949553,0.06658012575222624,-2.042870039817507,-35.28232714441629
229086.7652767773,0.0619979486679509,-2.191653383103136,-36.46063072227714
239883.2919019491,0.05535633981966162,-2.349871912660753,-37.65026469339255
251188.6431509582,0.04612728535536678,-2.517663122945671,-38.8521461270779
263026.7991895382,0.03675119489563489,-2.692355877695966,-40.04444872159496
275422.8703338167,0.03560341477893927,-2.87729445677716,-41.24028951997042
288403.1503126606,0.03365657206705007,-3.070688562036849,-42.44752071879289
301995.1720402017,0.03246924495022127,-3.273751659205792,-43.63210236384596
316227.766016838,0.02666207496680343,-3.483930452646365,-44.81633439991963
331131.121482591,0.02077719967901559,-3.704160433891463,-45.99241958133689
346736.8504525317,0.009330405819259573,-3.933377807044915,-47.14869889912397
363078.0547701015,0.009111030571692205,-4.168886777292374,-48.29674852823089
380189.3963205612,0.004986582338793101,-4.416567332565583,-49.42076540312582
398107.1705534974,-0.006742445477450434,-4.667891026874543,-50.52718698842931
416869.3834703353,-0.008010776258945867,-4.930416030764745,-51.59910461042314
436515.832240166,-0.01439117475273763,-5.200646884936479,-52.66433348910729
457088.1896148752,-0.02885281069527884,-5.477821469920581,-53.69490721402366
478630.0923226383,-0.02502522813542157,-5.762446070861495,-54.69549249743238
501187.2336272725,-0.03260403793007761,-6.052338796621944,-55.65412013775299
524807.4602497725,-0.03690811659311676,-6.351838892648061,-56.58955813869104
549540.8738576246,-0.04277774495411871,-6.656759048950217,-57.4974615226032
575439.9373371572,-0.04762764326877853,-6.965861349940604,-58.35361854531429
602559.5860743576,-0.05656169359367076,-7.282142809001297,-59.18962197332016
630957.3444801933,-0.05974153494664297,-7.603931297127172,-59.96095259317909
660693.4480075957,-0.06302651892089338,-7.93025857842269,-60.70905648747628
691830.9709189365,-0.07114469030974852,-8.262305520656017,-61.41418938526099
724435.9600749902,-0.07646012607871648,-8.597479648195097,-62.09130904765934
758577.5750291836,-0.07951704061090673,-8.937237117286555,-62.70566260345453
794328.2347242816,-0.08529757565802017,-9.282015065188444,-63.29947320459173
831763.7711026713,-0.08992477792923936,-9.629047316234111,-63.83531500643058
870963.5899560805,-0.0973360749605414,-9.977736374075699,-64.33159984689978
912010.8393559098,-0.09989262933420438,-10.33180552388268,-64.79957286044937
954992.5860214357,-0.1043780336634224,-10.68624537385629,-65.22116318815094
1000000,-0.1100138332620888,-11.04308094942924,-65.58579574023412
