Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
95499.25860214364,0.07957075415375114,-11.00282094328224,-64.59620265942507
100000,0.08868307680825645,-11.35524587058446,-64.9910441914343
104712.85480509,0.09411152799170026,-11.71384981049093,-65.367062882681
109647.8196143186,0.09614516923299275,-12.07320066580739,-65.68406356662646
114815.3621496883,0.09780488473669066,-12.43240746446954,-65.94614911942303
120226.4434617413,0.09671483935711972,-12.79488079875451,-66.17219127048085
125892.5411794167,0.09512234189385715,-13.1581725907063,-66.39964331484707
131825.6738556407,0.09357538521729575,-13.5227357690942,-66.53323022873298
138038.4264602886,0.09387064504135642,-13.88996614120888,-66.63995423079048
144543.9770745928,0.09708880567248876,-14.25417123293201,-66.7116480335639
151356.1248436209,0.09724096873152871,-14.61963114444839,-66.72982806938788
158489.3192461114,0.09602438006360683,-14.98318728748764,-66.69224193128221
165958.6907437561,0.09453519287393874,-15.35045878225516,-66.6430896073561
173780.0828749376,0.08145940168349575,-15.71684863019375,-66.53219764103663
181970.0858609984,0.08929593196677889,-16.0764607379388,-66.38553066755129
190546.0717963248,0.08828404673513694,-16.4431484202182,-66.20393144081609
199526.2314968881,0.08345678342728582,-16.80714521268116,-65.96126120604119
208929.613085404,0.08087999209689234,-17.17234980877731,-65.64892842390256
218776.1623949553,0.07634194637190116,-17.53343752539516,-65.35454697848103
229086.7652767773,0.0742210475027503,-17.89112344991596,-64.97106927700538
239883.2919019491,0.06849683081807277,-18.25038699013038,-64.5530596650715
251188.6431509582,0.05890498389410772,-18.60173217846622,-64.09652859224573
263026.7991895382,0.05142717300779198,-18.94656974021164,-63.60531997049592
275422.8703338167,0.04801298050179022,-19.2984785826401,-63.09957469129715
288403.1503126606,0.05106968076155564,-19.64154933805741,-62.55306177953873
301995.1720402017,0.04788673277036894,-19.97794594142485,-61.82565204217173
316227.766016838,0.04498650800481455,-20.30918407233031,-61.18487245492875
331131.121482591,0.03915019496584314,-20.63810786387573,-60.50652822796729
346736.8504525317,0.02909125951879646,-20.97086577728767,-59.74919047519073
363078.0547701015,0.03005851885374202,-21.29354417038297,-58.94944737926683
380189.3963205612,0.02407947581876459,-21.61838331970363,-58.08679084528502
398107.1705534974,0.01682411265192869,-21.92179348151621,-57.20925009362591
416869.3834703353,0.01484849339579768,-22.23076078006547,-56.31750984009741
436515.832240166,0.009952212091172887,-22.52551710844127,-55.38655208256918
457088.1896148752,-0.005259753413879879,-22.81302236186268,-54.43660217682353
478630.0923226383,0.0002056244552992965,-23.10240657810616,-53.38695852375909
501187.2336272725,-0.005704240098675424,-23.37719087455891,-52.3645084327948
524807.4602497725,-0.01111919913906195,-23.64476416276426,-51.30308016023299
549540.8738576246,-0.01651338828280861,-23.90497378050194,-50.22393208010793
575439.9373371572,-0.02089950223514433,-24.15595493405274,-49.0812845548287
602559.5860743576,-0.02947381237108419,-24.39557590957859,-47.98863726345715
630957.3444801933,-0.03097583081725163,-24.64559745244134,-46.78926287202157
660693.4480075957,-0.03486414197095856,-24.85607007266813,-45.59185454446043
691830.9709189365,-0.04136057486384729,-25.09195444087244,-44.47301069482351
724435.9600749902,-0.04721444701141929,-25.28512244292655,-43.25379150482748
758577.5750291836,-0.04929321701292489,-25.47697669413461,-41.98133582534981
794328.2347242816,-0.05411778914278742,-25.67430504126932,-40.80355812626821
831763.7711026713,-0.05825737050903289,-25.85165415323123,-39.58956489637611
870963.5899560805,-0.06513932966770741,-26.03294488977813,-38.39184410682306
912010.8393559098,-0.06773916541368985,-26.20260978444521,-37.16848119100568
954992.5860214357,-0.0722179899432987,-26.36069807243704,-35.95864596954041
1000000,-0.0779306213609494,-26.51755251230314,-34.78218097637127
