Frequency (Hz),Trace th (deg),Trace Rs (Ohm),Trace Xs (Ohm),Trace Ls (H)
1000.000000000001,87.87277631699851,0.671674922322545,18.08293811396539,0.002877988986462424
1047.128548050901,88.1276349220758,0.6189318363341052,18.93303717373895,0.00287766622307454
1096.478196143186,88.21443648209913,0.6176136605285962,19.81178449783232,0.00287570099012679
1148.153621496884,88.19136296708555,0.6555643146071461,20.76071148941548,0.002877811639297386
1202.264434617413,88.24671546543605,0.6651793028589512,21.73068273597203,0.002876692909320108
1258.925411794169,88.40541114305356,0.633118194532063,22.74293726477184,0.002875190898687739
1318.256738556409,88.35441625888122,0.6856868132391062,23.86761393558814,0.002881569747800164
1380.384264602885,88.5511501903199,0.6299783908751224,24.90762591953517,0.002871788593532155
1445.43977074593,88.57129416049509,0.6520154209137776,26.14253236315453,0.002878510287833526
1513.56124843621,88.57697536544548,0.6792526661954588,27.34338357090886,0.002875228644142495
1584.893192461114,88.68264639262058,0.6586383180051086,28.64116787854712,0.002876145512819742
1659.586907437563,88.78437142616633,0.6360445775596683,29.97395938446835,0.002874512795138641
1737.800828749376,88.83753085466662,0.6372210520532336,31.40304173994375,0.002876019644109607
1819.700858609984,88.91867623918469,0.6206451988444882,32.88203748709567,0.002875933580095067
1905.46071796325,88.93726174807776,0.6378855940107414,34.38660541285459,0.002872165338289531
1995.262314968881,89.01929748187186,0.6172624402305599,36.05892523909598,0.002876291578971028
2089.296130854041,88.95642754559734,0.6874175583402355,37.73745584676291,0.002874701459993301
2187.761623949554,89.0672632819211,0.6433039460197193,39.51312758850728,0.002874494873613654
2290.867652767774,89.05852731815757,0.6803333976605822,41.39973975195176,0.002876191130587798
2398.832919019493,89.19351553777153,0.6102776310764018,43.3536229454808,0.002876375148101516
2511.886431509582,89.20534606546704,0.6298175483808999,45.4079090050951,0.002877077993245374
2630.267991895385,89.29222950746805,0.5872684104638515,47.53841845000173,0.002876503195264394
2754.228703338169,89.24775913204013,0.6536193743906622,49.78123546013251,0.002876641902358695
2884.031503126609,89.29771967234045,0.6388543147841765,52.11853647515908,0.002876155374081109
